[2025-06-06T10:09:16.092+0000] {local_task_job_runner.py:120} INFO - ::group::Pre task execution logs
[2025-06-06T10:09:16.358+0000] {taskinstance.py:2076} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: etl_landing.trigger_etl_ods_dag scheduled__2025-06-05T00:00:00+00:00 [queued]>
[2025-06-06T10:09:16.375+0000] {taskinstance.py:2076} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: etl_landing.trigger_etl_ods_dag scheduled__2025-06-05T00:00:00+00:00 [queued]>
[2025-06-06T10:09:16.376+0000] {taskinstance.py:2306} INFO - Starting attempt 1 of 1
[2025-06-06T10:09:23.738+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:12437 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:23.741+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:12932 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:23.743+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:13003 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:23.745+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:13052 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:23.747+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:13113 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:23.751+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:13797 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:23.753+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:13852 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:23.761+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:13888 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:23.763+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:13937 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:23.766+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:14229 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:23.768+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:14299 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:23.769+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:14347 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:23.771+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:14403 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:23.774+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:14655 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:23.776+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:14721 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:23.779+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:15326 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:23.781+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:15393 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:23.783+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:15438 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:23.785+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:15489 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:23.787+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:15808 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:23.789+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:15864 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:23.793+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:16528 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:23.796+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:16585 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:23.798+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:16623 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:23.801+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:16691 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:23.806+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:16843 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:23.809+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:16899 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:23.812+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:16936 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:23.816+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:17001 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:23.820+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:17139 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:23.823+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:17195 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:23.841+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:20145 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:23.845+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:20200 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:23.852+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:20773 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:23.855+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:20832 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:23.858+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:20871 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:23.862+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:20925 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:23.868+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:21227 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:23.880+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:21288 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:23.884+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:21329 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:23.888+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:21389 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:23.899+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:21523 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:23.902+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:21579 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:23.912+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:22066 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:23.917+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:22129 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:23.922+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:22470 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:23.926+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:22537 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:23.931+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:22582 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:23.935+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:22633 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:23.940+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:22972 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:23.950+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:23039 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:23.954+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:23084 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:23.958+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:23135 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:23.963+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:23422 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:23.967+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:23478 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:23.976+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:23879 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:23.982+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:23929 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:24.002+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:25198 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:24.007+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:25253 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:24.011+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:25289 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:24.017+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:25340 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:24.041+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:26535 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:24.046+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:26591 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:24.056+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:26933 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:24.065+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:26989 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:24.075+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:27525 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:24.082+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:27581 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:24.090+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:28008 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:24.098+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:28064 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:24.109+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:28404 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:24.116+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:28454 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:24.137+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:30199 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:24.140+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:30255 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:24.146+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:30768 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:24.150+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:30816 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:24.155+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:31089 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:24.158+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:31145 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:24.163+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:31592 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:24.166+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:31648 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:24.169+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:31811 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:24.172+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:31867 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:24.176+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:31904 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:24.179+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:31959 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:24.190+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:32974 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:24.193+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:33030 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:24.198+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:33341 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:24.202+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:33400 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:24.206+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:33439 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:24.209+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:33493 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:24.224+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:35683 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:24.227+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:35739 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:24.232+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:36146 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:24.235+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:36202 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:24.240+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:36574 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:24.243+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:36630 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:24.252+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:36911 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:24.256+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:36967 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:24.259+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:37004 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:24.262+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:37054 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:24.266+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:37393 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:24.269+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:37461 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:24.274+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:37844 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:24.277+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:37895 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:24.280+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:38122 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:24.284+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:38190 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:24.289+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:38330 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:24.292+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:38385 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:24.297+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:38666 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:24.299+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:38731 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:24.306+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:39783 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:24.308+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:39841 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:24.312+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:40004 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:24.314+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:40060 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:24.316+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:40097 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:24.317+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:40152 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:24.320+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:40520 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:24.322+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:40592 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:24.325+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:41086 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:24.327+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:41142 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:24.329+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:41179 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:24.331+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:41235 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:24.332+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:41272 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:24.334+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:41337 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:24.337+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:41665 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:24.339+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:41724 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:24.340+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:41763 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:24.342+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:41813 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:24.345+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:42116 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:24.347+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:42175 SyntaxWarning: invalid escape sequence '\d'
